,Datetime,Tweet Id,Text,Username,Like Count,Reply Count,Retweet Count,Language
20,2022-02-26 18:34:15+00:00,1497641175968366599,Thanked Pope Francis @Pontifex for praying for peace in Ukraine and a ceasefire. The Ukrainian people feel the spiritual support of His Holiness.,ZelenskyyUa,153196,3621,16193,en
21,2022-02-26 18:34:06+00:00,1497641136856444928,Подякував Папі Франциску @Pontifex за молитви за мир в Україні та припинення вогню. Український народ відчуває духовну підтримку Його Святості.,ZelenskyyUa,37915,846,3509,uk
22,2022-02-26 18:25:51+00:00,1497639060063469571,"Germany has just announced the provision of anti-tank grenade launchers and stinger missiles to Ukraine. Keep it up, Chancellor @OlafScholz! Anti-war coalition in action!",ZelenskyyUa,219232,4979,26195,en
23,2022-02-26 18:25:41+00:00,1497639018422583299,"Німеччина щойно повідомила про надання Україні протитанкових гранатометів та «Стінгерів». Так тримати, канцлере @OlafScholz! Антивоєнна коаліція в дії!",ZelenskyyUa,56416,1268,5808,uk
24,2022-02-26 18:24:43+00:00,1497638775027122179,"According to the results of my conversation with @azpresident, all @SOCARofficial gas stations in Ukraine have been instructed to provide fuel for ambulances and SES free of charge. At night we are waiting for a plane with medications from Azerbaijan.",ZelenskyyUa,87285,1600,10252,en
25,2022-02-26 18:23:06+00:00,1497638369270108165,За результатами моєї розмови з @azpresident усім заправкам @SOCARofficial в Україні доручено безоплатно надавати паливо для машин швидкої допомоги та ДСНС. Вночі чекаємо від Азербайджану літак з медикаментами.,ZelenskyyUa,45450,1266,5347,uk
26,2022-02-26 18:03:38+00:00,1497633468586541057,"To deprive the aggressor country of the right to vote in the UN Security Council, to qualify 🇷🇺 actions &amp; statements as genocide of 🇺🇦 people, to help with the delivery of corpses of 🇷🇺 soldiers. Talked about it in a conversation with the #UN Secretary General @antonioguterres.",ZelenskyyUa,80026,2104,11817,en
27,2022-02-26 18:03:31+00:00,1497633441331953667,"Позбавити країну-агресора права голосу в Раді Безпеки ООН, кваліфікувати дії та заяви РФ як геноцид українського народу, допомогти з доставкою трупів російських солдатів. Говорив про це з Генсеком #ООН @antonioguterres.",ZelenskyyUa,40477,992,5420,uk
28,2022-02-26 16:07:00+00:00,1497604116775849990,"The largest demonstration in the modern history of Estonia took place in support of Ukraine. I am grateful to the Estonian people and @AlarKaris for their solidarity in these difficult times. Mr. President, our vyshyvanka suits you. https://t.co/giMvr5d6HW",ZelenskyyUa,153452,3755,22025,en
29,2022-02-26 16:06:47+00:00,1497604065378942976,"Найбільша демонстрація в історії сучасної Естонії відбулася на підтримку України. Я вдячний естонському народові та @AlarKaris за солідарність у ці складні часи. Пане Президенте, вам личить наша вишиванка! https://t.co/6JDIiOgyup",ZelenskyyUa,58153,989,6781,uk
30,2022-02-26 15:49:57+00:00,1497599827437400070,Talked to Prime Minister of 🇳🇱. Thanked @MinPres for the decisions made in support of Ukraine in the defense and security sphere. The anti-war coalition is working!,ZelenskyyUa,88902,1901,9356,en
31,2022-02-26 15:49:51+00:00,1497599801692667910,Провів розмову з Прем’єр-міністром 🇳🇱. Подякував @MinPres за ухвалені рішення на підтримку України в оборонно-безпековій сфері. Антивоєнна коаліція діє!,ZelenskyyUa,25448,534,2276,uk
32,2022-02-26 15:48:39+00:00,1497599500889821186,I continue negotiations with international partners. Had a conversation with 🇦🇿 President @presidentaz. We appreciate the humanitarian aid and medicines provided. Thank you for your support to 🇺🇦,ZelenskyyUa,115110,3832,12414,en
33,2022-02-26 15:48:33+00:00,1497599475266867204,Продовжую перемовини з міжнародними партнерами. Провів розмову з Президентом 🇦🇿 @presidentaz. Цінуємо надану гуманітарну допомогу та медикаменти. Вдячні за підтримку 🇺🇦.,ZelenskyyUa,42551,1278,4184,uk
34,2022-02-26 13:27:54+00:00,1497564078897774598,I thank my friend Mr. President of 🇹🇷 @RTErdogan and the people of 🇹🇷 for their strong support. The ban on the passage of 🇷🇺 warships to the Black Sea and significant military and humanitarian support for 🇺🇦 are extremely important today. The people of 🇺🇦 will never forget that!,ZelenskyyUa,324604,13184,47199,en
35,2022-02-26 13:27:40+00:00,1497564020609589248,"Дякую своєму другу, пану Президенту 🇹🇷 @RTErdogan та 🇹🇷 народу за потужну підтримку. Заборона на прохід 🇷🇺 військових кораблів у Чорне море та вагома військова, гуманітарна допомога 🇺🇦 сьогодні вкрай важливі. Народ 🇺🇦 ніколи цього не забуде!",ZelenskyyUa,104996,3587,12312,uk
36,2022-02-26 12:55:35+00:00,1497555947023224836,"Spoke with 🇮🇳 Prime Minister @narendramodi. Informed of the course of 🇺🇦 repulsing 🇷🇺 aggression. More than 100,000 invaders are on our land. They insidiously fire on residential buildings. Urged 🇮🇳 to give us political support in🇺🇳 Security Council. Stop the aggressor together!",ZelenskyyUa,151067,7528,24135,en
37,2022-02-26 12:55:23+00:00,1497555898033741824,"Провів розмову з Прем'єр-міністром 🇮🇳 @narendramodi. Повідомив про перебіг відсічі 🇺🇦 агресії 🇷🇺. На нашій землі – понад 100 тис. загарбників, які підступно обстрілюють житлові будинки. Закликав 🇮🇳 надати політичну підтримку. Зокрема в Радбезі 🇺🇳. Маємо спільно зупинити агресора!",ZelenskyyUa,37998,1036,4465,uk
38,2022-02-26 11:24:14+00:00,1497532959213117442,I'm getting support calls. Spoke with President of Switzerland @ignaziocassis and Prime Minister of Greece @kmitsotakis. Thank you for the decisions on concrete assistance to 🇺🇦!,ZelenskyyUa,150732,4565,16155,en
39,2022-02-26 11:24:04+00:00,1497532915571384323,Одержую дзвінки підтримки. Поговорив із Президентом Швейцарії @ignaziocassis та Прем'єр-міністром Греції @kmitsotakis. Вдячні за рішення про конкретну допомогу 🇺🇦!,ZelenskyyUa,56667,1663,6054,uk
40,2022-02-26 09:24:59+00:00,1497502946480869378,"This is the beginning of a new page in the history of our states 🇺🇦 🇮🇹.  #MarioDraghi in a phone conversation supported Russia's disconnection from SWIFT, the provision of defense assistance.  Ukraine must become part of the #EU.",ZelenskyyUa,161145,5396,23209,en
41,2022-02-26 09:21:48+00:00,1497502146270531585,"Це початок нової сторінки в історії наших держав 🇺🇦 🇮🇹. Щойно #MarioDraghi в телефонній розмові підтримав відключення Росії від SWIFT, надання оборонної допомоги. Україна має стати частиною #ЄС.",ZelenskyyUa,41233,1286,4764,uk
42,2022-02-26 08:36:52+00:00,1497490837244026884,"Ukraine is fighting the invader with weapons in hands, defending its freedom and European future. Discussed with @vonderleyen effective assistance to our country from 🇪🇺 in this heroic struggle. I believe that the #EU also chooses Ukraine.",ZelenskyyUa,119604,4255,15459,en
43,2022-02-26 08:36:32+00:00,1497490754230538245,"Україна зі зброєю в руках бореться з окупантом, захищаючи свою свободу і європейське майбутнє. Обговорив з @vonderleyen дієву допомогу нашій країні від 🇪🇺 у цій героїчній боротьбі. Вірю, що і #ЄС обирає Україну.",ZelenskyyUa,39143,1128,4299,uk
44,2022-02-26 07:13:53+00:00,1497469956686028804,It is a crucial moment to close the long-standing discussion once and for all and decide on Ukraine's membership in the #EU. Discussed with @eucopresident further effective assistance and the heroic struggle of Ukrainians for their free future.,ZelenskyyUa,100112,3608,14443,en
45,2022-02-26 07:13:31+00:00,1497469861806682113,"Настав вирішальний момент, щоб раз і назавжди закрити багаторічну дискусію та ухвалити рішення про членство України в #ЄС. Обговорив з @eucopresident подальшу дієву допомогу та героїчну боротьбу українців за своє вільне майбутнє.",ZelenskyyUa,36316,1049,4427,uk
46,2022-02-26 06:18:56+00:00,1497456125431717888,A new day on the diplomatic frontline began with a conversation with @EmmanuelMacron. Weapons and equipment from our partners are on the way to Ukraine. The anti-war coalition is working!,ZelenskyyUa,150112,4549,20237,en
47,2022-02-26 06:18:45+00:00,1497456081672540162,Новий день на дипломатичному фронті почали з розмови з @EmmanuelMacron. До нас прямує зброя та обладнання від наших партнерів. Антивоєнна коаліція діє!,ZelenskyyUa,53130,1442,6207,uk
48,2022-02-26 05:57:59+00:00,1497450853380280320,Не вірте фейкам. https://t.co/wiLqmCuz1p,ZelenskyyUa,436317,20735,69899,uk
49,2022-02-26 00:06:26+00:00,1497362381541892101,"I just talked with a real friend of Ukraine - President of Poland @AndrzejDuda. I am personally grateful to him, to the Polish people, for their effective concrete help in such a difficult time. Together 🇺🇦 🇵🇱 stronger. Thank you",ZelenskyyUa,194871,6443,22788,en
50,2022-02-26 00:06:20+00:00,1497362359135965188,"Щойно поговорив зі справжнім другом України – Президентом Польщі @AndrzejDuda. Вдячний йому особисто, польському народу за дієву конкретну допомогу в такий складний час. Разом 🇺🇦 і 🇵🇱 – сильніші. Дякую!",ZelenskyyUa,49409,1363,5465,uk
51,2022-02-25 23:18:44+00:00,1497350380866490368,"As 🇷🇺 continues to attack Kyiv, the draft resolution is co-sponsored by an unprecedented number of 🇺🇳 Member States. This proves: the world is with us, the truth is with us, the victory will be ours 🇺🇦!",ZelenskyyUa,161453,5840,20798,en
52,2022-02-25 23:18:35+00:00,1497350342828347394,"У час, коли 🇷🇺 продовжує наступ на Київ, співавторами проекту резолюції виступила безпрецедентна кількість держав – членів 🇺🇳. Це свідчить: світ з нами, правда з нами, перемога – за нами! 🇺🇦",ZelenskyyUa,56886,1865,6093,uk
53,2022-02-25 23:17:29+00:00,1497350064469073927,"Grateful to all members of the UN Security Council 🇦🇱 🇧🇷 🇫🇷 🇬🇦 🇬🇭 🇮🇪 🇰🇪 🇲🇽 🇳🇴 🇬🇧 🇺🇸 who voted to stop 🇷🇺 treacherous attack on 🇺🇦 &amp; 🇺🇳 Charter. The veto of 🇷🇺 is a bloodstain on its plaque in the Security Council, the map of Europe &amp; 🌎. Anti-war coalition must act immediately!",ZelenskyyUa,121666,3245,17774,en
54,2022-02-25 23:17:22+00:00,1497350035431993350,"Вдячний усім членам РБ ООН – 🇦🇱 🇧🇷 🇫🇷 🇬🇦 🇬🇭 🇮🇪 🇰🇪 🇲🇽 🇳🇴 🇬🇧 🇺🇸, що проголосували за припинення віроломного нападу 🇷🇺 на 🇺🇦 та Статут 🇺🇳. Вето РФ – кривава пляма на її табличці в Радбезі, мапі Європи та 🌎. Антивоєнна коаліція має діяти негайно!",ZelenskyyUa,71185,2498,10979,uk
55,2022-02-25 22:40:37+00:00,1497340787280920581,@EmmanuelMacron vient de m'appeler. C'est un véritable ami de 🇺🇦. 🇫🇷 est avec nous dans les moments les plus difficiles. Le débranchement de SWIFT et sanctions personnelles contre Poutine viennent d'être approuvés. Ainsi que le soutien en équipement de défense. Merci la France.,ZelenskyyUa,24730,980,5993,fr
56,2022-02-25 22:40:30+00:00,1497340755597213703,"Щойно зателефонував Еммануель Макрон @EmmanuelMacron. Маю сказати, що він – справжній друг України. 🇫🇷 з нами у найскладніші моменти. Підтримано відключення від SWIFT і запровадження персональних санкцій проти Путіна, забезпечення оборонною зброєю. Merci la France.",ZelenskyyUa,77340,3274,12740,uk
57,2022-02-25 20:06:02+00:00,1497301886810181638,"Incredible Georgian people who understand that friends must be supported! 🇬🇪🇺🇦 Grateful to everyone in Tbilisi and other cities who came out in support of Ukraine and against the war.  Indeed, there are times when citizens are not the Government, but better the Government.",ZelenskyyUa,134373,8058,16673,en
58,2022-02-25 20:05:56+00:00,1497301857550671878,"Неймовірний грузинський народ, який точно розуміє, що друзів треба підтримувати! 🇬🇪 🇺🇦 Дякую кожному у Тбілісі та інших містах, де вийшли на підтримку України й проти війни. Справді, бувають моменти, коли громадяни – не уряд, а кращі за уряд.",ZelenskyyUa,67889,2445,7284,uk
59,2022-02-25 18:00:12+00:00,1497270216191000588,"Strengthening sanctions, concrete defense assistance and an anti-war coalition have just been discussed with @POTUS. Grateful to 🇺🇸 for the strong support to 🇺🇦!",ZelenskyyUa,139864,5710,19934,en
60,2022-02-25 18:00:06+00:00,1497270194363719680,"Посилення санкцій, конкретну оборонну допомогу та антивоєнну коаліцію обговорив щойно з @POTUS. Вдячний 🇺🇸 за потужну підтримку 🇺🇦!",ZelenskyyUa,52642,2298,7148,uk
61,2022-02-25 12:27:24+00:00,1497186465494806529,"Sweden provides military, technical and humanitarian assistance to Ukraine. Grateful to @SwedishPM for her effective support. Building an anti-Putin coalition together!",ZelenskyyUa,122248,4632,19111,en
62,2022-02-25 12:27:18+00:00,1497186442459627522,Швеція надає Україні військово-технічну та гуманітарну допомогу. Дякую пані Прем'єр-міністру Швеції @SwedishPM за дієву підтримку. Будуємо антипутінську коаліцію разом!,ZelenskyyUa,52577,1460,6846,uk
63,2022-02-25 11:36:19+00:00,1497173609957236738,"Today at 10:30 am at the entrances to Chernihiv, Hostomel and Melitopol there were heavy fighting. People died. Next time I'll try to move the war schedule to talk to #MarioDraghi at a specific time. Meanwhile, Ukraine continues to fight for its people.",ZelenskyyUa,84743,3411,13509,en
64,2022-02-25 11:36:11+00:00,1497173574876078098,"Сьогодні о 10:30 на підступах до Чернігова, Гостомеля та Мелітополя були тяжкі бої. Гинули люди. Наступного разу я спробую посунути графік війни, щоб поговорити з #MarioDraghi в конкретний час. А Україна тим часом продовжує боротися за своїх людей.",ZelenskyyUa,26963,906,3343,uk
65,2022-02-25 08:53:23+00:00,1497132608701927424,Not all possibilities for sanctions have been exhausted yet. The pressure on Russia must increase. Said this to @Vonderleyen. I am grateful to the President for her decision on additional financial assistance.,ZelenskyyUa,50012,2090,7349,en
66,2022-02-25 08:50:55+00:00,1497131985260658688,Ще не всі можливості щодо санкцій вичерпані. Тиск на Росію має посилюватися. Сказав про це @vonderleyen. Вдячний пані Президенту за рішення щодо додаткової фінансової допомоги.,ZelenskyyUa,19536,837,2072,uk
67,2022-02-25 08:37:31+00:00,1497128614676123648,"Discussed with @niinisto countering the aggressor. Informed about our defense, insidious shelling of Kyiv. Grateful to 🇫🇮 for allocating $50 million aid. It’s an effective contribution to the anti-war coalition. We keep working. We need to increase sanctions &amp; 🇺🇦 defense support",ZelenskyyUa,34244,750,3928,en
68,2022-02-25 08:32:53+00:00,1497127447900397568,"Обговорив з @niinisto питання протидії агресору. Поінформував про наш захист, підступний обстріл Києва. Вдячний 🇫🇮 партнерам за виділення 50 млн дол. допомоги. Це – дієвий внесок в антивоєнну коаліцію. Працюємо далі. Маємо посилювати санкції. Збільшувати оборонну підтримку 🇺🇦.",ZelenskyyUa,20280,598,2221,uk
69,2022-02-25 07:54:22+00:00,1497117756734464022,Held talks with 🇬🇧 PM @BorisJohnson. Reported on the course of 🇺🇦’s defense and insidious attacks on Kyiv by the aggressor. Today 🇺🇦 needs the support of partners more than ever. We demand effective counteraction to the Russian Federation. Sanctions must be further strengthened.,ZelenskyyUa,39685,1178,6404,en
70,2022-02-25 07:47:20+00:00,1497115985853231107,Провів перемовини з Прем'єр-міністром 🇬🇧 @BorisJohnson. Повідомив про перебіг оборони України. Про підступні обстріли Києва агресором. Сьогодні 🇺🇦 як ніколи потребує оборонної підтримки партнерів. Вимагаємо дієвої протидії РФ. Санкції мають бути ще більше посилені.,ZelenskyyUa,19278,776,2682,uk
71,2022-02-25 06:24:51+00:00,1497095228175663106,"We defend our freedom, our land. We need effective international assistance. Discussed this with @AndrzejDuda. Appealed to the Bucharest Nine for defense aid, sanctions, pressure on the aggressor. Together we have to put 🇷🇺 at the negotiating table. We need anti-war coalition.",ZelenskyyUa,68564,2184,11224,en
72,2022-02-25 06:21:04+00:00,1497094274911027209,"Ми захищаємо свою свободу і землю. Але потребуємо дієвої міжнародної допомоги. Обговорив це з @AndrzejDuda. Звернувся до Бухарестської дев'ятки щодо оборонної допомоги, санкцій, тиску на агресора. Спільно маємо посадити 🇷🇺 за стіл переговорів. Потребуємо антивоєнної коаліції.",ZelenskyyUa,27718,1142,3735,uk
73,2022-02-24 18:07:14+00:00,1496909599022145538,"Phone conversation with @JustinTrudeau 🇨🇦 Today there is a full-scale war throughout 🇺🇦!  We demand the immediate imposition of additional tough sanctions against Russia. Now, more than ever, we need concrete support! I count on leadership of 🇨🇦 in this process!",ZelenskyyUa,57966,3203,8033,en
74,2022-02-24 18:07:09+00:00,1496909577660547081,Телефонна розмова з @JustinTrudeau 🇨🇦 Сьогодні йде повномасштабна війна на території всієї 🇺🇦! Вимагаємо негайно запровадити додаткові жорсткі санкції проти РФ. Зараз як ніколи потребуємо конкретної підтримки! Розраховую на лідерство 🇨🇦 в цьому процесі!,ZelenskyyUa,18845,729,2224,uk
75,2022-02-24 15:59:28+00:00,1496877445332582407,"A package of additional tough sanctions against Russia from the EU is approaching. Discussed all the details with @EmmanuelMacron. We demand the disconnection of Russia from SWIFT, the introduction of a no-fly zone over Ukraine and other effective steps to stop the aggressor.",ZelenskyyUa,40843,1749,7072,en
76,2022-02-24 15:55:04+00:00,1496876338359291907,"Пакет додаткових жорстких санкцій щодо РФ від ЄС уже на підході. Обговорив усі деталі з @EmmanuelMacron. Вимагаємо відключення Росії від SWIFT, запровадження безпольотної зони над Україною та інших дієвих кроків для зупинки агресора.",ZelenskyyUa,17995,794,2785,uk
77,2022-02-24 15:00:14+00:00,1496862540957114370,Russian occupation forces are trying to seize the #Chornobyl_NPP. Our defenders are giving their lives so that the tragedy of 1986 will not be repeated. Reported this to @SwedishPM. This is a declaration of war against the whole of Europe.,ZelenskyyUa,71109,2352,23700,en
78,2022-02-24 14:56:25+00:00,1496861577546543107,"Російські окупаційні сили намагаються захопити #Чорнобильську_АЕС. Наші захисники віддають життя, щоб трагедія 86-го року не повторилася. Повідомив про це @SwedishPM. Це оголошення війни всій Європі.",ZelenskyyUa,18804,779,4425,uk
79,2022-02-24 13:36:25+00:00,1496841445822668801,"We are creating an anti-Putin coalition. I spoke with @vonderleyen, @EmmanuelMacron, @karlnehammer and @RTErdogan about concrete sanctions and concrete assistance for our military. We are waiting for decisive action.",ZelenskyyUa,31473,1512,5357,en
80,2022-02-24 13:36:13+00:00,1496841398032961536,"Створюємо антипутінську коаліцію. Про конкретні санкції й конкретну допомогу для наших військових поговорив з @vonderleyen, @EmmanuelMacron, @karlnehammer та @RTErdogan. Чекаємо рішучих дій.",ZelenskyyUa,12801,636,1681,uk
81,2022-02-24 10:01:17+00:00,1496787304811315202,"Russia treacherously attacked our state in the morning, as Nazi Germany did in #2WW years. As of today, our countries are on different sides of world history. 🇷🇺 has embarked on a path of evil, but 🇺🇦 is defending itself &amp; won't give up its freedom no matter what Moscow thinks.",ZelenskyyUa,76173,2887,17184,en
82,2022-02-24 10:01:07+00:00,1496787264642314243,"Росія підло напала вранці на нашу державу, як це зробила нацистська Німеччина в роки #2WW. Відсьогодні наші країни – по різні боки світової історії. Росія стала на шлях зла, але Україна захищається й не віддасть своєї свободи, хай там що думають у Москві.",ZelenskyyUa,16158,551,2854,uk
83,2022-02-24 09:55:12+00:00,1496785776486584320,"We have severed diplomatic relations with Russia. For all those who have not yet lost their conscience in Russia, it is time to go out and protest against the war with Ukraine.",ZelenskyyUa,83891,1572,14269,en
84,2022-02-24 09:55:04+00:00,1496785740507893761,"Ми розірвали дипломатичні відносини з Росією. Усім, хто в Росії ще не втратив совість, час вийти та заявити протести проти війни з Україною.",ZelenskyyUa,24776,511,4089,uk
85,2022-02-24 09:54:53+00:00,1496785695574269954,We will lift sanctions on all citizens of Ukraine who are ready to defend our country as part of territorial defense with weapons in hands.,ZelenskyyUa,18820,424,3120,en
86,2022-02-24 09:54:41+00:00,1496785645448024064,"Ми знімемо санкції з усіх громадян України, готових зі зброєю в руках захищати нашу країну у складі територіальної оборони.",ZelenskyyUa,10945,372,1251,uk
87,2022-02-24 09:54:18+00:00,1496785547594924032,We will give weapons to anyone who wants to defend the country. Be ready to support Ukraine in the squares of our cities.,ZelenskyyUa,64577,2210,14894,en
88,2022-02-24 09:54:09+00:00,1496785510181789698,"Ми видаватимемо зброю всім, хто бажає захищати країну. Будьте готові підтримувати Україну на площах наших міст.",ZelenskyyUa,19623,674,3126,uk
89,2022-02-24 06:39:42+00:00,1496736576780521472,I continue negotiations with the leaders. Received support from the Emir of Qatar @TamimBinHamad. The world is with us.,ZelenskyyUa,20162,1346,2649,en
90,2022-02-24 06:39:29+00:00,1496736522371944451,Продовжую перемовини з іноземними лідерами. Одержали підтримку від Еміра Катару @TamimBinHamad. Світ з нами.,ZelenskyyUa,8266,354,804,uk
91,2022-02-24 06:06:53+00:00,1496728317969539076,"Talked to @POTUS, @OlafScholz, @eucopresident, @AndrzejDuda, @BorisJohnson. Urge to stop Putin, war against 🇺🇦 &amp; the world immediately! Building an anti-Putin coalition. Immediate sanctions, defense &amp; financial support to 🇺🇦! Close the airspace! The world must force 🇷🇺 into peace",ZelenskyyUa,45829,1754,10112,en
92,2022-02-24 06:03:36+00:00,1496727493474238466,"Поговорив з @POTUS, @OlafScholz, @eucopresident, @AndrzejDuda, @BorisJohnson. Закликаю негайно зупинити Путіна, війну проти 🇺🇦 і світу! Будуємо антипутінську коаліцію. Негайні санкції, оборонна і фінпідтримка 🇺🇦! Закриття повітряного простору! Світ має примусити Росію до миру.",ZelenskyyUa,13434,716,2807,uk
93,2022-02-23 21:24:25+00:00,1496596834130841606,As a follow-up to the dialogue with @EmmanuelMacron. Thanked for the decision to provide individual defense equipment &amp; demining systems to 🇺🇦. Urged 🇫🇷 as the country presiding the 🇪🇺 Council to provide macro-financial support. Appreciate 🇫🇷 for staying with 🇺🇦 in hard times.,ZelenskyyUa,9203,558,1303,en
94,2022-02-23 21:24:09+00:00,1496596769421070336,"У продовження діалогу з @EmmanuelMacron. Подякував за ухвалене рішення щодо надання 🇺🇦 індивідуальних оборонних засобів і систем розмінування. Звернувся до 🇫🇷 як до країни, що головує в Раді 🇪🇺, по макрофінансову підтримку. Ціную 🇫🇷 за те, що залишається з 🇺🇦 в такі складні часи.",ZelenskyyUa,4435,171,416,uk
95,2022-02-23 21:11:50+00:00,1496593667322175497,"Had a phone conversation with 🇳🇱 Prime Minister @MinPres. Discussed security of 🇺🇦 &amp; Europe, additional sanctions against 🇷🇺, joint fight against cyber attacks. We're building a coalition together with partners. Grateful to 🇳🇱 for the concrete defense assistance provided to 🇺🇦!",ZelenskyyUa,6283,199,787,en
